Kp,Kp_std,Tp1,Tp1_std,fit_percent_id_1,fit_percent_id_2,fit_percent_id_3,fit_percent_id_4,fit_percent_id_5,fit_percent_id_6,fit_percent_id_7,fit_percent_id_8,step_Kp_avg,step_Tp1_avg
1518.8720502031,0.679917230216369,0.445144526692125,0.000711900519072403,93.670325009157,93.432292251072,90.7462433488528,88.2806664958793,92.9962752155165,81.5704611335221,93.3427308729161,74.2207947045138,1523.66666666667,0.430333333333333
