duty_pct,u_step_V,Kp,Kp_std,Tp1_s,Tp1_std,fit_percent,v_ss_mm_s
10,0.802010298077703,1401.5845208177,3.38491072175624,0.42120286340664,0.00233981547210421,93.8818370157765,1124.0852193221
15,1.18686017791442,1483.43061852591,3.27632134543209,0.393016604582332,0.00209181293380145,93.8874960605033,1760.62472782735
20,1.57133239417273,1536.56163184394,3.89753654512129,0.398841455335326,0.00241347468006765,93.1192414747343,2414.4490677593
