a_hat,a_mc_mean,a_mc_std,u0_hat,u0_mc_mean,u0_mc_std,u0_ci_lo,u0_ci_hi
1738.02801328778,1738.02198819015,3.51470082391416,0.13598431338043,0.135976296066247,0.00186086705494442,0.132313490855155,0.139628340674898
